lcm_timestamp,sensor_timestamp,latitude,longitude,altitude
1699643598720397,-2208918933239999,36.75276,-122.05603166666667,-544.9
1699643601715331,-2208918930159999,36.75275833333333,-122.05603333333333,-544.2
1699643604711302,-2208918927300000,36.752766666666666,-122.05603166666667,-544.0
1699643607706230,-2208918924219999,36.75277,-122.05602,-544.9
1699643610701058,-2208918921350000,36.75277,-122.05600333333334,-544.5
1699643613766147,-2208918918409999,36.75277,-122.05600166666666,-544.6
1699643616753846,-2208918915530000,36.752765,-122.05599833333333,-544.4
1699643619749003,-2208918912659999,36.752766666666666,-122.05600166666666,-544.9
1699643622744156,-2208918909780000,36.75277333333333,-122.056,-544.5
1699643625747089,-2208918906909999,36.75277,-122.05600666666666,-544.5
1699643628735029,-2208918904040000,36.752766666666666,-122.05601166666666,-544.4
1699643630730902,-2208918901190000,36.752768333333336,-122.05600666666666,-544.9
1699643633734001,-2208918898310000,36.752766666666666,-122.05599666666667,-545.2
1699643636721959,-2208918895400000,36.75276,-122.05599166666667,-544.1
1699643639716788,-2208918892500000,36.752761666666665,-122.05599166666667,-543.8
1699643642711856,-2208918889650000,36.752761666666665,-122.05598833333333,-545.1
1699643645714877,-2208918886800000,36.75275333333333,-122.05598666666667,-544.8
1699643648702670,-2208918883909999,36.75275,-122.055995,-544.1
1699643651759621,-2208918881000000,36.752743333333335,-122.05599666666667,-544.6
1699643653756722,-2208918878139999,36.75274,-122.05599666666667,-544.8
1699643656751619,-2208918875219999,36.75273833333333,-122.05599833333333,-544.1
1699643659747594,-2208918872340000,36.75273833333333,-122.05599833333333,-544.5
1699643662742558,-2208918869429999,36.75273,-122.05598666666667,-545.0
1699643665737655,-2208918866580000,36.75272833333333,-122.05599166666667,-544.0
1699643668732543,-2208918863699999,36.75273166666667,-122.05599666666667,-544.2
1699643671727475,-2208918860820000,36.752725,-122.05599166666667,-544.5
1699643685705236,-2208918846449999,36.752715,-122.05597333333333,-544.5
1699643688700245,-2208918843550000,36.75271333333333,-122.05597666666667,-543.6
1699643691757964,-2208918840630000,36.75271166666667,-122.05597833333333,-543.4
1699643694753510,-2208918837800000,36.75270666666667,-122.05596833333334,-543.6
1699643697749155,-2208918834900000,36.7527,-122.05596,-543.6
1699643699745154,-2208918832090000,36.7527,-122.05597166666666,-543.2
1699643702740104,-2208918829230000,36.7527,-122.05597666666667,-543.8
1699643705736079,-2208918826340000,36.75269333333333,-122.05599,-542.9
1699643708731369,-2208918823409999,36.752691666666664,-122.05600333333334,-542.9
1699643711725989,-2208918820489999,36.75270166666667,-122.05601666666666,-542.5
1699643714720952,-2208918817560000,36.7527,-122.05602333333333,-543.4
1699643717716037,-2208918814730000,36.75270166666667,-122.056025,-542.8
1699643720710991,-2208918811900000,36.75270666666667,-122.05603833333333,-542.5
1699643723705895,-2208918809030000,36.75270833333333,-122.05605,-542.2
1699643725703992,-2208918806159999,36.75271333333333,-122.05605833333334,-543.0
1699643728697462,-2208918803300000,36.75270833333333,-122.05605833333334,-542.2
1699643731764606,-2208918800460000,36.75271333333333,-122.05606333333333,-542.2
1699643734768635,-2208918797570000,36.752698333333335,-122.05606666666667,-543.2
1699643740748676,-2208918791810000,36.752695,-122.05606666666667,-542.2
1699643743745089,-2208918788940000,36.752705,-122.05606,-542.5
1699643745751672,-2208918786080000,36.75274,-122.056055,-543.1
1699643748749211,-2208918783270000,36.752745,-122.05604666666666,-542.4
1699643751742465,-2208918780380000,36.752755,-122.05604333333333,-541.9
1699643754727489,-2208918777460000,36.752745,-122.05604166666667,-542.6
1699643757724509,-2208918774580000,36.752741666666665,-122.05604666666666,-542.2
1699643760722432,-2208918771750000,36.752743333333335,-122.05604333333333,-543.5
1699643763720491,-2208918768880000,36.75273166666667,-122.05603833333333,-542.1
1699643766700472,-2208918766030000,36.75272666666667,-122.05605,-542.0
1699643768758421,-2208918763139999,36.752725,-122.05604833333334,-542.4
1699643771701937,-2208918760330000,36.75271166666667,-122.05603666666667,-543.1
1699643774749335,-2208918757469999,36.75271,-122.05603166666667,-542.5
1699643777701653,-2208918754630000,36.752715,-122.05602666666667,-541.6
1699643780740412,-2208918751750000,36.75273166666667,-122.05602,-542.5
1699643783734477,-2208918748830000,36.75273333333333,-122.05600666666666,-542.5
1699643786730429,-2208918745969999,36.75274666666667,-122.056005,-543.2
1699643789725329,-2208918743050000,36.752755,-122.05601,-543.1
1699643792720187,-2208918740090000,36.75275833333333,-122.05602333333333,-543.0
1699643794716064,-2208918737250000,36.75277,-122.056035,-543.8
1699643797706107,-2208918734370000,36.752775,-122.05604833333334,-543.9
1699643800701070,-2208918731460000,36.75277833333333,-122.056055,-544.1
1699643803758975,-2208918728590000,36.75277666666667,-122.05605166666666,-544.0
1699643806754074,-2208918725760000,36.75277666666667,-122.056045,-543.5
1699643809749093,-2208918722909999,36.75278333333333,-122.05603833333333,-544.4
1699643812752020,-2208918720000000,36.752785,-122.05602833333333,-543.9
1699643814740946,-2208918717190000,36.75279166666667,-122.05602,-543.9
1699643817737441,-2208918714310000,36.75279166666667,-122.05601166666666,-543.2
1699643820739499,-2208918711440000,36.75279,-122.056,-543.6
1699643823727837,-2208918708550000,36.752788333333335,-122.05598666666667,-544.1
1699643826722830,-2208918705699999,36.752788333333335,-122.05598166666667,-543.2
1699643829718713,-2208918702840000,36.75279166666667,-122.05599666666667,-542.5
1699643832720816,-2208918699980000,36.75268666666667,-122.05616166666667,-543.6
1699643834710678,-2208918697100000,36.752698333333335,-122.05615833333333,-543.2
1699643837706646,-2208918694280000,36.75271,-122.056165,-543.0
1699643840700564,-2208918691389999,36.75280166666667,-122.05605,-543.2
1699643843758647,-2208918688530000,36.752808333333334,-122.05606166666666,-543.8
1699643846753561,-2208918685699999,36.752811666666666,-122.05607333333333,-543.9
1699643849742341,-2208918682810000,36.75281,-122.05608333333333,-543.4
1699643852789363,-2208918679980000,36.752813333333336,-122.05609166666666,-544.2
1699643855739452,-2208918677070000,36.75281,-122.05609666666666,-544.8
1699643857736598,-2208918674190000,36.752805,-122.05610333333334,-543.9
1699643860732182,-2208918671310000,36.752806666666665,-122.05610166666666,-544.1
1699643863726440,-2208918668409999,36.75280166666667,-122.05609,-544.4
1699643866721326,-2208918665500000,36.752795,-122.05608,-544.9
1699643869717303,-2208918662610000,36.75279166666667,-122.05607666666667,-543.5
1699643872712270,-2208918659719999,36.75278333333333,-122.05606666666667,-543.9
1699643875707267,-2208918656830000,36.75277166666667,-122.05605666666666,-544.5
1699643878702102,-2208918654010000,36.75277166666667,-122.05606166666666,-543.5
1699643880768272,-2208918651120000,36.752781666666664,-122.05606,-544.1
1699643883757160,-2208918648210000,36.752745,-122.056265,-544.1
1699643886752117,-2208918645310000,36.752735,-122.05626166666667,-543.8
1699643889747155,-2208918642460000,36.7528,-122.05607,-544.2
1699643892749042,-2208918639560000,36.75281833333333,-122.056055,-544.2
1699643895738881,-2208918636690000,36.75283833333334,-122.05605333333334,-543.5
1699643898733046,-2208918633840000,36.752851666666665,-122.056045,-544.1
1699643901726941,-2208918630920000,36.75286,-122.05602833333333,-544.6
1699643903724046,-2208918628080000,36.752856666666666,-122.05601833333333,-543.8
1699643906719918,-2208918625150000,36.75286,-122.05601333333334,-544.0
1699643909714845,-2208918622300000,36.752855,-122.05600166666666,-543.9
1699643912716945,-2208918619469999,36.75284833333333,-122.05600166666666,-544.2
1699643915704754,-2208918616600000,36.752698333333335,-122.05617166666667,-544.4
1699643918778595,-2208918613730000,36.75284,-122.056,-544.0
1699643921767788,-2208918610900000,36.752723333333336,-122.05616,-544.6
1699643924767574,-2208918607980000,36.75282833333333,-122.056005,-543.6
1699643926764556,-2208918605139999,36.752815,-122.056015,-544.1
1699643929761622,-2208918602250000,36.75280166666667,-122.056015,-544.4
1699643932759462,-2208918599340000,36.752788333333335,-122.05602,-544.0
1699643935743464,-2208918596480000,36.75277333333333,-122.05602333333333,-544.0
1699643938740628,-2208918593580000,36.75277333333333,-122.056035,-543.9
1699643941742118,-2208918590730000,36.752808333333334,-122.05618,-544.5
1699643944720417,-2208918587860000,36.752781666666664,-122.05606166666666,-543.6
1699643947732733,-2208918585000000,36.75277833333333,-122.05606666666667,-543.8
1699643949721423,-2208918582100000,36.75277333333333,-122.05606666666667,-544.4
1699643952734515,-2208918579270000,36.75277666666667,-122.05607333333333,-544.2
1699643955711396,-2208918576440000,36.75277666666667,-122.05608333333333,-544.1
1699643958761312,-2208918573580000,36.75277833333333,-122.05608666666667,-543.9
1699643961716238,-2208918570739999,36.752785,-122.05609333333334,-544.1
