lcm_timestamp,sensor_timestamp,depth,pressure
1699643624833484,1699643624833398,545.499,-1.0
1699643624983852,1699643624983833,545.505,-1.0
1699643625131764,1699643625131738,545.508,-1.0
1699643625280620,1699643625280609,545.504,-1.0
1699643625432772,1699643625432751,545.502,-1.0
1699643625580283,1699643625580225,545.492,-1.0
1699643625729410,1699643625729391,545.5,-1.0
1699643625875674,1699643625875644,545.499,-1.0
1699643626027569,1699643626027523,545.496,-1.0
1699643626174344,1699643626174329,545.525,-1.0
1699643626324311,1699643626324296,545.569,-1.0
1699643626477098,1699643626477041,545.581,-1.0
1699643626624233,1699643626624209,545.581,-1.0
1699643626773723,1699643626773705,545.57,-1.0
1699643626925542,1699643626925526,545.567,-1.0
1699643627073192,1699643627073177,545.569,-1.0
1699643627219257,1699643627219187,545.564,-1.0
1699643627370588,1699643627370576,545.566,-1.0
1699643627521278,1699643627521262,545.572,-1.0
1699643627670934,1699643627670921,545.569,-1.0
1699643627820310,1699643627820293,545.591,-1.0
1699643627967601,1699643627967576,545.625,-1.0
1699643628118710,1699643628118697,545.636,-1.0
1699643628271843,1699643628271819,545.642,-1.0
1699643628418281,1699643628418269,545.646,-1.0
1699643628568182,1699643628568148,545.647,-1.0
1699643628714393,1699643628714373,545.642,-1.0
1699643628864008,1699643628863996,545.64,-1.0
1699643629011613,1699643629011602,545.638,-1.0
1699643629162667,1699643629162650,545.638,-1.0
1699643629308299,1699643629308252,545.644,-1.0
1699643629460718,1699643629460591,545.557,-1.0
1699643629608870,1699643629608849,545.478,-1.0
1699643629760458,1699643629760427,545.48,-1.0
1699643629905397,1699643629905386,545.493,-1.0
1699643630056022,1699643630056007,545.498,-1.0
1699643630210472,1699643630210442,545.492,-1.0
1699643630354898,1699643630354886,545.484,-1.0
1699643630505777,1699643630505754,545.488,-1.0
1699643630652648,1699643630652622,545.486,-1.0
1699643630803123,1699643630803093,545.488,-1.0
1699643630956658,1699643630956640,545.49,-1.0
1699643631101597,1699643631101581,545.483,-1.0
1699643631253867,1699643631253782,545.477,-1.0
1699643631398722,1699643631398573,545.481,-1.0
1699643631554956,1699643631554938,545.484,-1.0
1699643631702125,1699643631702110,545.481,-1.0
1699643631849213,1699643631849176,545.48,-1.0
1699643631998635,1699643631998616,545.482,-1.0
1699643632151777,1699643632151712,545.483,-1.0
1699643632296241,1699643632296227,545.485,-1.0
1699643632452044,1699643632452013,545.482,-1.0
1699643632596742,1699643632596530,545.484,-1.0
1699643632748693,1699643632748675,545.485,-1.0
1699643632897994,1699643632897979,545.486,-1.0
1699643633046673,1699643633046643,545.486,-1.0
1699643633195668,1699643633195619,545.488,-1.0
1699643633341883,1699643633341863,545.487,-1.0
1699643633495200,1699643633495179,545.482,-1.0
1699643633646738,1699643633646685,545.485,-1.0
1699643633791561,1699643633791546,545.482,-1.0
1699643633944334,1699643633944319,545.486,-1.0
1699643634089931,1699643634089887,545.484,-1.0
1699643634242432,1699643634242417,545.486,-1.0
1699643634396837,1699643634396787,545.486,-1.0
1699643634543107,1699643634543024,545.482,-1.0
1699643634694888,1699643634694755,545.476,-1.0
